segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
229,43641,43702,1456156.16,1458224.89,1456.156,1458.225,2.069,explain,4,0.41,0,"V, and I claim"
230,43703,43897,1458224.89,1464731.40,1458.225,1464.731,6.507,out,12,0.838,0,"claim that 1 will act as a zero element, this also should"
231,43898,43987,1464731.40,1467734.40,1464.731,1467.734,3.003,explain,11,0.873,0,should kind of serve as an indicator that we should not
232,43988,44115,1467734.40,1472005.34,1467.734,1472.005,4.271,out,10,0.877,0,"not think zero element being as the zero number always,"
233,44116,44288,1472005.34,1477777.78,1472.005,1477.778,5.772,explain,20,0.926,0,"zero element is an element which is going to act as added identity, so you should not be led by"
234,44289,44388,1477777.78,1481114.45,1477.778,1481.114,3.337,out,11,0.873,0,"by the phrase zero element it is just for convenience, what"
235,44389,44467,1481114.45,1483750.42,1481.114,1483.750,2.636,explain,9,0.983,0,what you should be thinking about is an object
236,44468,44678,1483750.42,1490790.79,1483.750,1490.791,7.040,out,17,0.739,0,"object is going to act like zero acts in regular tradition, so as you can see we"
237,44679,44947,1490790.79,1499766.43,1490.791,1499.766,8.976,explain,25,0.85,0,"we have found in so called zero element, z is equal to 1 is our zero element, so let me note it down some there,"
238,44948,45410,1499766.43,1515215.22,1499.766,1515.215,15.449,write,1,0.302,0,"there,"
239,45411,45499,1515215.22,1518184.85,1515.215,1518.185,2.970,explain,3,0.925,0,in fact until
240,45500,45554,1518184.85,1520020.02,1518.185,1520.020,1.835,out,5,0.958,0,we have the zero element
241,45555,45611,1520020.02,1521921.92,1520.020,1521.922,1.902,explain,10,0.915,0,element we could not even have talked about the inverses
242,45612,45744,1521921.92,1526359.69,1521.922,1526.360,4.438,out,15,0.979,0,"inverses or additive inverses, but now that we have the zero element we can definitely"
243,45745,45751,1526359.69,1526593.26,1526.360,1526.593,0.234,explain,2,0.986,0,definitely talk
244,45752,45765,1526593.26,1527060.39,1526.593,1527.060,0.467,out,3,0.991,0,talk about additive
245,45766,45779,1527060.39,1527527.53,1527.060,1527.528,0.467,explain,2,0.98,0,"additive inverse,"
246,45780,45803,1527527.53,1528328.33,1527.528,1528.328,0.801,out,3,0.974,0,"inverse, so why"
247,45804,45832,1528328.33,1529295.96,1528.328,1529.296,0.968,pick_eraser,6,0.953,0,why do not I show you
248,45833,45851,1529295.96,1529929.93,1529.296,1529.930,0.634,out,4,0.991,0,you additive inverse also
249,45852,45865,1529929.93,1530397.06,1529.930,1530.397,0.467,pick_eraser,1,0.993,0,also
250,45866,46141,1530397.06,1539606.27,1530.397,1539.606,9.209,erase,16,0.897,0,"also as one of the axioms, it will help us understand this process a bit better,"
251,46142,46153,1539606.27,1540006.67,1539.606,1540.007,0.400,drop_eraser,0,,1,[silence]
252,46154,46199,1540006.67,1541541.54,1540.007,1541.542,1.535,out,5,0.956,0,so now that we have
253,46200,46222,1541541.54,1542308.98,1541.542,1542.309,0.767,drop_eraser,2,0.674,0,have zero
254,46223,46275,1542308.98,1544077.41,1542.309,1544.077,1.768,explain,6,0.827,0,"zero element, let us see what"
255,46276,46293,1544077.41,1544678.01,1544.077,1544.678,0.601,out,4,0.764,0,what would be an
256,46294,46338,1544678.01,1546179.51,1544.678,1546.180,1.502,explain,3,0.417,0,"an additive inverse,"
257,46339,46725,1546179.51,1559092.43,1546.180,1559.092,12.913,write,0,,1,[silence]
258,46726,46754,1559092.43,1560060.06,1559.092,1560.060,0.968,explain,0,,1,[silence]
259,46755,46779,1560060.06,1560894.23,1560.060,1560.894,0.834,out,0,,1,[silence]
260,46780,46880,1560894.23,1564264.26,1560.894,1564.264,3.370,explain,0,,1,[silence]
261,46881,48362,1564264.26,1613713.71,1564.264,1613.714,49.449,write,54,0.841,0,"suppose x is in V, then we are looking for an element let me call it y, y is we want t inside V such that x plus t would give me the same thing as t plus x that would give me the so called zero vector, remember z is our zero vector"
262,48363,48396,1613713.71,1614848.18,1613.714,1614.848,1.134,explain,0,,1,[silence]
263,48397,48485,1614848.18,1617817.82,1614.848,1617.818,2.970,out,1,0.155,0,"okay,"
264,48486,48558,1617817.82,1620253.59,1617.818,1620.254,2.436,explain,5,0.828,0,so in essence let me
265,48559,48961,1620253.59,1633700.37,1620.254,1633.700,13.447,write,40,0.916,0,"me just check one of them x plus t we want x plus t to be z which means we want xt to be equal to 1, so this means I want my t to be 1 over x, so"
266,48962,48980,1633700.37,1634334.33,1633.700,1634.334,0.634,explain,1,0.036,0,so
267,48981,49218,1634334.33,1642275.61,1634.334,1642.276,7.941,out,19,0.845,0,"so 1 over x would be if it exists inside V, then this can act as an inverse of"
268,49219,49249,1642275.61,1643309.98,1642.276,1643.310,1.034,explain,3,0.928,0,"of our element,"
269,49250,49261,1643309.98,1643710.38,1643.310,1643.710,0.400,out,2,0.899,0,now 1
270,49262,49307,1643710.38,1645245.25,1643.710,1645.245,1.535,explain,4,0.973,0,1 over x is
271,49308,49481,1645245.25,1651051.05,1645.245,1651.051,5.806,write,13,0.965,0,is going to be positive because we know that x is a positive
272,49482,49549,1651051.05,1653319.99,1651.051,1653.320,2.269,explain,4,0.988,0,"positive real number, so"
273,49550,49642,1653319.99,1656423.09,1653.320,1656.423,3.103,write,7,0.982,0,so this means this guy definitely belongs
274,49643,49669,1656423.09,1657323.99,1656.423,1657.324,0.901,explain,3,0.975,0,"belongs to V,"
275,49670,49893,1657323.99,1664798.13,1657.324,1664.798,7.474,out,20,0.855,0,"so for each x in V we have found its additive inverse as 1 over x, so let me note"
276,49894,49970,1664798.13,1667367.37,1664.798,1667.367,2.569,explain,5,0.915,0,"note down this fact also,"
277,49971,49987,1667367.37,1667934.60,1667.367,1667.935,0.567,out,3,0.968,0,these are some
278,49988,50024,1667934.60,1669169.17,1667.935,1669.169,1.235,explain,3,0.988,0,some special things
279,50025,50149,1669169.17,1673340.01,1669.169,1673.340,4.171,write,11,0.949,0,"that will help you think outside the box a little bit,"
280,50150,50154,1673340.01,1673506.84,1673.340,1673.507,0.167,explain,0,,1,[silence]
281,50155,50173,1673506.84,1674140.81,1673.507,1674.141,0.634,out,0,,1,[silence]
282,50174,50210,1674140.81,1675375.38,1674.141,1675.375,1.235,explain,0,,1,[silence]
283,50211,50792,1675375.38,1694794.79,1675.375,1694.795,19.419,write,11,0.901,0,"for each x in V 1 over x belongs to V,"
284,50793,50803,1694794.79,1695161.83,1694.795,1695.162,0.367,explain,0,,1,[silence]
285,50804,51045,1695161.83,1703236.57,1695.162,1703.237,8.075,out,2,0.989,0,so as
286,51046,51279,1703236.57,1711044.38,1703.237,1711.044,7.808,explain,23,0.821,0,as you can see based on the existence of the zero element we were able to find the additive inverse and actually this
287,51280,51389,1711044.38,1714714.71,1711.044,1714.715,3.670,out,9,0.818,0,"this should bring this actually brings out a point,"
288,51390,51504,1714714.71,1718551.89,1714.715,1718.552,3.837,explain,14,0.865,0,since I want t to be 1 over x definitely I cannot have x
289,51505,51518,1718551.89,1719019.02,1718.552,1719.019,0.467,out,4,0.961,0,x to be equal
290,51519,51575,1719019.02,1720920.92,1719.019,1720.921,1.902,explain,12,0.878,0,equal to 0 and that is why I had removed 0 from
291,51576,51769,1720920.92,1727394.06,1720.921,1727.394,6.473,out,22,0.896,0,"from there because I wanted every element to have an additive inverse, so that is why 0 had to be thrown out,"
292,51770,51781,1727394.06,1727794.46,1727.394,1727.794,0.400,explain,0,,1,[silence]
293,51782,51818,1727794.46,1729029.03,1727.794,1729.029,1.235,out,4,0.979,0,so we have shown
294,51819,51837,1729029.03,1729663.00,1729.029,1729.663,0.634,explain,3,0.957,0,shown the existence
295,51838,51995,1729663.00,1734934.93,1729.663,1734.935,5.272,out,16,0.919,0,"existence of zero element, existence of an inverse, so in some sense we have shown about"
296,51996,52126,1734934.93,1739305.97,1734.935,1739.306,4.371,pick_eraser,16,0.813,0,"about what 1, 2, 3, 4, of the axioms being true out of the 10 possible,"
297,52127,52725,1739305.97,1759292.63,1739.306,1759.293,19.987,erase,41,0.933,0,"possible, so I not going to go through all 10, but I will check one more which involves scalar multiplication and we will try to check whether it holds or not, if it does then it can further ensure that we"
298,52726,52834,1759292.63,1762929.60,1759.293,1762.930,3.637,drop_eraser,8,0.879,0,we coming close to proving it to be
299,52835,52867,1762929.60,1764030.70,1762.930,1764.031,1.101,explain,2,0.996,0,be vector
300,52868,53084,1764030.70,1771271.27,1764.031,1771.271,7.241,out,21,0.9,0,"vector space, again I not saying it is a vector space, but if one more axiom holds then we pretty much"
301,53085,53252,1771271.27,1776876.88,1771.271,1776.877,5.606,explain,10,0.778,0,"much in that territory, okay, so let us see which"
302,53253,54064,1776876.88,1803970.64,1776.877,1803.971,27.094,write,37,0.938,0,"which axiom do we want to check, okay let us check the same axiom which kind of gave us the idea last time, so this axiom c plus d times u, c times u plus d times,"
303,54065,54159,1803970.64,1807140.47,1803.971,1807.140,3.170,explain,9,0.857,0,I have deliberately written it in that form so
304,54160,54294,1807140.47,1811644.98,1807.140,1811.645,4.505,out,13,0.946,0,"so that we keep reminding ourselves the kind of operations we are using,"
305,54295,54364,1811644.98,1813980.65,1811.645,1813.981,2.336,explain,2,0.504,0,"okay, so"
306,54365,54692,1813980.65,1824924.92,1813.981,1824.925,10.944,write,25,0.848,0,"so c and d are real numbers and for our vector u we take x which belongs to v, so keep in mind x is"
307,54693,54781,1824924.92,1827894.56,1824.925,1827.895,2.970,explain,2,0.974,0,"is positive,"
308,54782,54840,1827894.56,1829863.20,1827.895,1829.863,1.969,out,1,0.947,0,so
309,54841,54908,1829863.20,1832132.13,1829.863,1832.132,2.269,explain,9,0.917,0,"so we will go with the left hand side,"
310,54909,55039,1832132.13,1836503.17,1832.132,1836.503,4.371,out,0,,1,[silence]
311,55040,55119,1836503.17,1839172.51,1836.503,1839.173,2.669,explain,0,,1,[silence]
312,55120,56625,1839172.51,1889422.76,1839.173,1889.423,50.250,write,82,0.903,0,"so we go with the left hand side c plus d times u, for us this would be c plus d which is a scalar times x and by our definition this would be x to the c plus d which we know using the rules of exponents is x to the c times x to the d, now we can say x to the c is nothing but times x and x to the d is nothing but d times x,"
313,56626,56721,1889422.76,1892625.96,1889.423,1892.626,3.203,explain,7,0.847,0,"x, but this is a regular application,"
314,56722,56991,1892625.96,1901634.97,1892.626,1901.635,9.009,write,11,0.929,0,so this can be now interpreted as addition in our case
315,56992,57141,1901634.97,1906639.97,1901.635,1906.640,5.005,explain,9,0.835,0,and hence we have c times x plus d
316,57142,57239,1906639.97,1909909.91,1906.640,1909.910,3.270,write,9,0.887,0,d times x which is the same as saying
317,57240,57300,1909909.91,1911945.28,1909.910,1911.945,2.035,explain,0,,1,[silence]
318,57301,57357,1911945.28,1913847.18,1911.945,1913.847,1.902,pick_eraser,0,,1,[silence]
319,57358,57381,1913847.18,1914647.98,1913.847,1914.648,0.801,erase,0,,1,[silence]
320,57382,57431,1914647.98,1916316.32,1914.648,1916.316,1.668,drop_eraser,0,,1,[silence]
321,57432,57515,1916316.32,1919119.12,1916.316,1919.119,2.803,explain,0,,1,[silence]
322,57516,57739,1919119.12,1926593.26,1919.119,1926.593,7.474,write,9,0.933,0,c times the vector u added to d times
323,57740,57846,1926593.26,1930163.50,1926.593,1930.163,3.570,explain,6,0.758,0,that addition and this happens to
324,57847,57931,1930163.50,1932999.67,1930.163,1933.000,2.836,write,6,0.967,0,"to be your right hand side,"
325,57932,58015,1932999.67,1935802.47,1933.000,1935.802,2.803,explain,9,0.977,0,"so this happens to be your right hand side,"
326,58016,58105,1935802.47,1938805.47,1935.802,1938.805,3.003,out,11,0.909,0,hence we have shown that that axiom also holds true with
327,58106,58163,1938805.47,1940740.74,1938.805,1940.741,1.935,explain,5,0.883,0,with these particular operations on
328,58164,58321,1940740.74,1946012.68,1940.741,1946.013,5.272,out,8,0.869,0,"on this particular set, so it appears that"
329,58322,58362,1946012.68,1947380.71,1946.013,1947.381,1.368,explain,2,0.793,0,that there
330,58363,58595,1947380.71,1955155.16,1947.381,1955.155,7.774,out,18,0.773,0,there would be really really something special if this does not tend to be a vector space because
331,58596,58744,1955155.16,1960126.79,1955.155,1960.127,4.972,explain,18,0.887,0,the intuition says even if such a log can hold true then the chances of any other log
332,58745,58749,1960126.79,1960293.63,1960.127,1960.294,0.167,out,2,0.973,0,log getting
333,58750,58759,1960293.63,1960627.29,1960.294,1960.627,0.334,explain,1,0.963,0,getting
334,58760,58965,1960627.29,1967500.83,1960.627,1967.501,6.874,out,17,0.919,0,"getting deteriorated are less, but that does not mean it could still have a problem somewhere, so"
335,58966,58973,1967500.83,1967767.77,1967.501,1967.768,0.267,explain,1,0.992,0,so
336,58974,59196,1967767.77,1975208.54,1967.768,1975.209,7.441,out,13,0.908,0,so it up to you to check whether it is if you look
337,59197,59240,1975208.54,1976676.68,1975.209,1976.677,1.468,explain,5,0.868,0,look at these operations you
338,59241,59347,1976676.68,1980246.91,1976.677,1980.247,3.570,out,11,0.935,0,"you might get reminded of something, if you look at this"
339,59348,59406,1980246.91,1982215.55,1980.247,1982.216,1.969,explain,5,0.97,0,this addition is acting like
340,59407,59438,1982215.55,1983283.28,1982.216,1983.283,1.068,out,2,0.997,0,like multiplication
341,59439,59524,1983283.28,1986152.82,1983.283,1986.153,2.870,explain,5,0.838,0,and multiplication is acting like
342,59525,59581,1986152.82,1988054.72,1986.153,1988.055,1.902,out,4,0.953,0,"like exponentiation, so it"
343,59582,59602,1988054.72,1988755.42,1988.055,1988.755,0.701,explain,5,0.914,0,it should remind you of
344,59603,59672,1988755.42,1991091.09,1988.755,1991.091,2.336,pick_eraser,7,0.98,0,"of things like logarithms and exponential functions,"
345,59673,59743,1991091.09,1993460.13,1991.091,1993.460,2.369,erase,8,0.957,0,"functions, so the idea of this comes from"
346,59744,61437,1993460.13,2049983.32,1993.460,2049.983,56.523,erase,125,0.926,0,"from there, if I have to give you the answer then I would say it will turn out to be a vector space under these operations, you can check and verify that all the axioms will true, so moral of the story is when we say something is a vector space we have to also pay attention to the operations and it could happen that the same set is a vector space under different types of operations, so never think that R2 the vector space only under the operations that we are used to, in fact R2 we can have other kinds of addition and multiplication under which it will still be a vector space, so this brings us to an important question not the"
347,61438,61512,2049983.32,2052485.82,2049.983,2052.486,2.503,drop_eraser,8,0.966,0,"the one which we can perhaps answer here,"
348,61513,61516,2052485.82,2052619.29,2052.486,2052.619,0.133,explain,1,0.995,0,"here,"
349,61517,61667,2052619.29,2057657.66,2052.619,2057.658,5.038,out,14,0.915,0,"here, but something to think about if I give you a set and I"
350,61668,61792,2057657.66,2061828.50,2057.658,2061.828,4.171,explain,9,0.932,0,I define two sets of addition and multiplication and
351,61793,62277,2061828.50,2078011.34,2061.828,2078.011,16.183,out,52,0.916,0,"and somehow it turns out to be a vector space under both those operations, will the two vector spaces be the same in the sense isomorphic or will it turn out to be different, so this is something to think about we do not want to like make it abstract over here,"
352,62278,62443,2078011.34,2083550.22,2078.011,2083.550,5.539,explain,10,0.833,0,"here, it is just curiosity, so my question I will"
353,62444,63067,2083550.22,2104371.04,2083.550,2104.371,20.821,write,41,0.86,0,"will just phrase it suppose I have a set V and I define an operation multiplication with the same set V I define another operation of addition and multiplication and it turns out to be vector space under both these operations,"
354,63068,63099,2104371.04,2105438.77,2104.371,2105.439,1.068,explain,1,0.974,0,will
355,63100,63216,2105438.77,2109342.68,2105.439,2109.343,3.904,write,5,0.865,0,"will this be isomorphic right,"
356,63217,63258,2109342.68,2110744.08,2109.343,2110.744,1.401,explain,0,,1,[silence]
357,63259,63392,2110744.08,2115215.22,2110.744,2115.215,4.471,out,11,0.97,0,it is a kind of a deep question which you may
358,63393,63435,2115215.22,2116649.98,2115.215,2116.650,1.435,explain,7,0.821,0,may not be able answer now with
359,63436,63470,2116649.98,2117817.82,2116.650,2117.818,1.168,pick_eraser,4,0.948,0,with the amount of
360,63471,63589,2117817.82,2121788.46,2117.818,2121.788,3.971,erase,10,0.956,0,"of exposure you have, but something worthwhile to think about."
361,63590,63648,2121788.46,2123757.09,2121.788,2123.757,1.969,drop_eraser,1,0.618,0,"Okay,"
362,63649,63652,2123757.09,2123890.56,2123.757,2123.891,0.133,explain,0,,1,[silence]
363,63653,63817,2123890.56,2129396.06,2123.891,2129.396,5.506,out,4,0.955,0,let us come to
364,63818,63902,2129396.06,2132232.23,2129.396,2132.232,2.836,explain,5,0.959,0,to further understanding the subspace
365,63903,63941,2132232.23,2133533.53,2132.232,2133.534,1.301,pick_eraser,2,0.975,0,subspace structure.
366,63942,64081,2133533.53,2138204.87,2133.534,2138.205,4.671,erase,0,,1,[silence]
367,64082,64128,2138204.87,2139773.11,2138.205,2139.773,1.568,drop_eraser,0,,1,[silence]
368,64129,64152,2139773.11,2140573.91,2139.773,2140.574,0.801,out,0,,1,[silence]
369,64153,64349,2140573.91,2147147.15,2140.574,2147.147,6.573,explain,17,0.916,0,"So, let us come back to things, I had made a comment in the previous lecture that"
370,64350,65665,2147147.15,2191057.72,2147.147,2191.058,43.911,write,26,0.852,0,"that all the spaces of R2, R1 was R2 itself, the other was just having the zero vector and the third thing was all straight lines,"
371,65666,65703,2191057.72,2192325.66,2191.058,2192.326,1.268,explain,0,,1,[silence]
372,65704,66049,2192325.66,2203870.54,2192.326,2203.871,11.545,out,29,0.893,0,"I had made a kind of a statement which I never proved, I said these are the only subspaces of R2 and there is no other question is why"
373,66050,66169,2203870.54,2207874.54,2203.871,2207.875,4.004,explain,1,0.769,0,why
374,66170,66697,2207874.54,2225492.16,2207.875,2225.492,17.618,write,3,0.807,0,"are these subspace,"
375,66698,66731,2225492.16,2226626.63,2225.492,2226.627,1.134,explain,6,0.829,0,so this is the question which
376,66732,67037,2226626.63,2236836.84,2226.627,2236.837,10.210,out,25,0.946,0,"which we want to possibly answer now and see if we are in the position to answer it. Now, you will have to recall I"
377,67038,67161,2236836.84,2240974.31,2236.837,2240.974,4.137,explain,15,0.88,0,I had already shown you that the set containing just the zero vector is always
378,67162,67173,2240974.31,2241374.71,2240.974,2241.375,0.400,out,2,0.97,0,always a
379,67174,67405,2241374.71,2249115.78,2241.375,2249.116,7.741,explain,31,0.919,0,"a subspace, of course the entire space has to be a subspace by default and I had also shown you that all the straight lines had proven that all the straight"
380,67406,67536,2249115.78,2253486.82,2249.116,2253.487,4.371,out,12,0.889,0,"straight lines that pass through the origin will be a subspace, that"
381,67537,67595,2253486.82,2255455.46,2253.487,2255.455,1.969,explain,10,0.839,0,that is not in jeopardy that these three things are
382,67596,67753,2255455.46,2260727.39,2255.455,2260.727,5.272,out,14,0.94,0,"are subspaces, question is why are these the only subspaces, so I will try"
383,67754,67822,2260727.39,2263029.70,2260.727,2263.030,2.302,explain,9,0.937,0,"try to give you a idea of the proof,"
384,67823,68065,2263029.70,2271137.80,2263.030,2271.138,8.108,write,9,0.96,0,"proof is not very involved, but here is a"
385,68066,68078,2271137.80,2271571.57,2271.138,2271.572,0.434,explain,3,0.97,0,a basic idea
386,68079,68214,2271571.57,2276109.44,2271.572,2276.109,4.538,out,11,0.966,0,"idea that can help us. Now, suppose I have a subspace"
387,68215,68241,2276109.44,2277010.34,2276.109,2277.010,0.901,explain,1,0.965,0,subspace
388,68242,68571,2277010.34,2288021.35,2277.010,2288.021,11.011,write,2,0.772,0,"of R2,"
389,68572,68616,2288021.35,2289522.86,2288.021,2289.523,1.502,explain,0,,1,[silence]
390,68617,68640,2289522.86,2290323.66,2289.523,2290.324,0.801,out,0,,1,[silence]
391,68641,68684,2290323.66,2291791.79,2290.324,2291.792,1.468,explain,0,,1,[silence]
392,68685,69164,2291791.79,2307807.81,2291.792,2307.808,16.016,write,17,0.856,0,"if S has only the zero vector then nothing to prove, because we have already shown that"
393,69165,69186,2307807.81,2308541.88,2307.808,2308.542,0.734,explain,4,0.757,0,that the set containing
394,69187,69299,2308541.88,2312312.31,2308.542,2312.312,3.770,out,9,0.886,0,containing just a zero vector is always a subspace.
395,69300,69411,2312312.31,2316049.38,2312.312,2316.049,3.737,explain,5,0.937,0,"So, now assume that S"
396,69412,69799,2316049.38,2328995.66,2316.049,2328.996,12.946,write,19,0.876,0,"S has some non -zero vector, so that U belong to S such that U is not a zero"
397,69800,69824,2328995.66,2329829.83,2328.996,2329.830,0.834,explain,4,0.944,0,"vector, so that means"
398,69825,69979,2329829.83,2335001.67,2329.830,2335.002,5.172,out,13,0.973,0,"means S has a non -zero vector, now since S is a subspace"
399,69980,70034,2335001.67,2336836.84,2335.002,2336.837,1.835,explain,1,0.985,0,subspace
400,70035,70621,2336836.84,2356423.09,2336.837,2356.423,19.586,write,22,0.873,0,"this implies that it must be closed under multiplication, so that means C times U must belong to S for all scalars,"
401,70622,70649,2356423.09,2357357.36,2356.423,2357.357,0.934,explain,0,,1,[silence]
402,70650,70770,2357357.36,2361394.73,2357.357,2361.395,4.037,out,5,0.958,0,"what does this mean, this"
403,70771,70847,2361394.73,2363963.96,2361.395,2363.964,2.569,explain,4,0.963,0,this means from the
404,70848,70956,2363963.96,2367600.93,2363.964,2367.601,3.637,write,11,0.92,0,the geometry point of view if I have given you that
405,70957,71186,2367600.93,2375275.28,2367.601,2375.275,7.674,explain,8,0.898,0,"that my subspace contains a non -zero vector,"
406,71187,71288,2375275.28,2378678.68,2375.275,2378.679,3.403,write,10,0.914,0,"vector, let us say that non -zero vector is U,"
407,71289,71363,2378678.68,2381181.18,2378.679,2381.181,2.503,explain,3,0.978,0,by the closure
408,71364,71390,2381181.18,2382082.08,2381.181,2382.082,0.901,out,3,0.938,0,closure property it
409,71391,71625,2382082.08,2389923.26,2382.082,2389.923,7.841,explain,12,0.883,0,"it will contain every multiple of, so it will contain all multiples"
410,71626,71783,2389923.26,2395195.20,2389.923,2395.195,5.272,write,3,0.651,0,"multiples of U,"
411,71784,71859,2395195.20,2397731.06,2395.195,2397.731,2.536,explain,6,0.847,0,so that means it contains a
412,71860,71940,2397731.06,2400433.77,2397.731,2400.434,2.703,out,6,0.855,0,a straight line that passes through
413,71941,72080,2400433.77,2405105.11,2400.434,2405.105,4.671,explain,3,0.892,0,"through the origin,"
414,72081,72944,2405105.11,2433933.93,2405.105,2433.934,28.829,write,0,,1,[silence]
415,72945,73022,2433933.93,2436536.54,2433.934,2436.537,2.603,explain,6,0.86,0,so it contains the straight line
416,73023,73186,2436536.54,2442008.68,2436.537,2442.009,5.472,out,8,0.839,0,"line that passes through zero, Now, if S"
417,73187,73397,2442008.68,2449049.05,2442.009,2449.049,7.040,explain,16,0.929,0,"S does not have any other vector that means this is totality of vectors, so if"
418,73398,74283,2449049.05,2478611.95,2449.049,2478.612,29.563,write,13,0.877,0,"if S has no other vector then S is basically a straight line,"
419,74284,74360,2478611.95,2481181.18,2478.612,2481.181,2.569,explain,8,0.855,0,so that we already know all the straight
420,74361,74499,2481181.18,2485819.15,2481.181,2485.819,4.638,out,14,0.768,0,"straight lines through origin are subspace, so now the real question is if S"
421,74500,74815,2485819.15,2496363.03,2485.819,2496.363,10.544,explain,40,0.897,0,"S had only the zero vector it was the zero space, if S had a non -zero vector then on the entire straight line will sit inside and if S has no other vector then it is a straight line,"
422,74816,74875,2496363.03,2498365.03,2496.363,2498.365,2.002,out,6,0.993,0,"line, but what if S has"
423,74876,75005,2498365.03,2502702.70,2498.365,2502.703,4.338,explain,14,0.888,0,"has another vector which does not lie on this, so now the question is"
424,75006,75589,2502702.70,2522188.86,2502.703,2522.189,19.486,write,18,0.85,0,is what if there exists a vector V in S such that it is not on the time
425,75590,75667,2522188.86,2524791.46,2522.189,2524.791,2.603,explain,1,0.688,0,passes
426,75668,75815,2524791.46,2529729.73,2524.791,2529.730,4.938,out,11,0.885,0,passes through the origin and is in the direction of the
427,75816,76230,2529729.73,2543576.91,2529.730,2543.577,13.847,explain,42,0.926,0,"the vector U, that means V lies outside, what happens then, so I will give you an intuitive idea first and then we will go about, suppose I find that oh I have a vector V which is let us say somewhere"
428,76231,76373,2543576.91,2548348.35,2543.577,2548.348,4.771,write,7,0.71,0,"somewhere here, this is vector V which"
429,76374,76451,2548348.35,2550950.95,2548.348,2550.951,2.603,explain,8,0.819,0,"which does not lie on this line U,"
430,76452,76541,2550950.95,2553953.95,2550.951,2553.954,3.003,out,6,0.971,0,"then what could possibly happen, remember"
431,76542,76877,2553953.95,2565165.17,2553.954,2565.165,11.211,explain,31,0.926,0,"remember this is a subspace, so if S is subspace it will have all possible linear combinations of U and V, so imagine what will happen if I have all possible"
432,76878,76988,2565165.17,2568868.87,2565.165,2568.869,3.704,out,6,0.986,0,"possible combinations of U and V,"
433,76989,77090,2568868.87,2572272.27,2568.869,2572.272,3.403,explain,7,0.948,0,this will give me the entire space
434,77091,77179,2572272.27,2575241.91,2572.272,2575.242,2.970,out,7,0.954,0,"space R2, so that means if S"
435,77180,77262,2575241.91,2578011.34,2575.242,2578.011,2.769,explain,11,0.856,0,"S is not the zero space, it is not the origin,"
436,77263,77346,2578011.34,2580814.15,2578.011,2580.814,2.803,out,7,0.607,0,"origin, then S has to be R2"
437,77347,77480,2580814.15,2585285.29,2580.814,2585.285,4.471,explain,1,0.247,0,R2
438,77481,78151,2585285.29,2607674.34,2585.285,2607.674,22.389,write,21,0.855,0,"and I span the vectors U and V, this is the only thing where you have to fill in the details,"
439,78152,78240,2607674.34,2610643.98,2607.674,2610.644,2.970,explain,6,0.978,0,why should the linear combination of
440,78241,78307,2610643.98,2612879.55,2610.644,2612.880,2.236,out,7,0.967,0,"of U and V give me everything,"
441,78308,78358,2612879.55,2614581.25,2612.880,2614.581,1.702,explain,0,,1,[silence]
442,78359,78407,2614581.25,2616216.22,2614.581,2616.216,1.635,out,7,0.934,0,in fact I will give you some
443,78408,78421,2616216.22,2616683.35,2616.216,2616.683,0.467,pick_eraser,4,0.978,0,some hints for that
444,78422,78437,2616683.35,2617217.22,2616.683,2617.217,0.534,out,2,0.996,0,"that also,"
445,78438,78458,2617217.22,2617917.92,2617.217,2617.918,0.701,pick_eraser,3,0.993,0,"also, so that"
446,78459,79173,2617917.92,2641775.11,2617.918,2641.775,23.857,erase,30,0.911,0,"that you know how to fill in this gap, so let me give you a simple way of thinking about it and perhaps that can fill in all the gap,"
447,79174,79216,2641775.11,2643209.88,2641.775,2643.210,1.435,drop_eraser,0,,1,[silence]
448,79217,79357,2643209.88,2647914.58,2643.210,2647.915,4.705,explain,11,0.948,0,"so here is the idea behind it, we are saying that"
449,79358,79683,2647914.58,2658792.13,2647.915,2658.792,10.878,write,18,0.836,0,"that you give me U, give me V which does not lie on the same line as U,"
450,79684,79841,2658792.13,2664064.06,2658.792,2664.064,5.272,explain,5,0.952,0,"U, then U and V"
451,79842,79857,2664064.06,2664597.93,2664.064,2664.598,0.534,write,1,0.95,0,can
452,79858,79966,2664597.93,2668234.90,2664.598,2668.235,3.637,explain,9,0.85,0,"can linearly combine to produce any vector in R2,"
453,79967,80557,2668234.90,2687954.62,2668.235,2687.955,19.720,write,20,0.94,0,so that means you give me any vector in R2 and I will be able to find some linear combination
454,80558,80582,2687954.62,2688788.79,2687.955,2688.789,0.834,explain,0,,1,[silence]
455,80583,80742,2688788.79,2694127.46,2688.789,2694.127,5.339,out,10,0.853,0,"such that U and V can combine to produce V,"
456,80743,80805,2694127.46,2696229.56,2694.127,2696.230,2.102,explain,3,0.942,0,remember this is
457,80806,81255,2696229.56,2711244.58,2696.230,2711.245,15.015,write,37,0.944,0,"is a column picture, so what we are saying is and if I have the coefficient matrix with U and V as my column vectors, then no matter what right -hand side I give you, this system"
458,81256,81275,2711244.58,2711911.91,2711.245,2711.912,0.667,explain,3,0.947,0,system would be
459,81276,81400,2711911.91,2716082.75,2711.912,2716.083,4.171,out,3,0.654,0,"be consistent, now"
